advertiser_id,review_rating_mean,review_rating_count,review_rating_std,responsiveness_mean,negotiation_skills_mean,professionalism_communication_mean,market_expertise_mean,for_sale_price.min_first,for_sale_price.max_first,for_sale_price.count_first,recently_sold.count_first,review_count_first,agent_rating_first,recommendations_count_first,experience_years_first,served_areas_as_name_state_first,specializations_joined_first,designations_joined_first,full_name_first,state_first,experience_years_calc,rating_consistency,price_range_expertise,transaction_volume,avg_skill_score,market_coverage,certification_count,specialization_count,sentiment_score_mean,sentiment_score_std,sentiment_score_count,sentiment_confidence_mean,responsiveness_semantic_score_mean,responsiveness_semantic_score_sum,negotiation_semantic_score_mean,negotiation_semantic_score_sum,communication_semantic_score_mean,communication_semantic_score_sum,professionalism_semantic_score_mean,professionalism_semantic_score_sum,friendliness_semantic_score_mean,friendliness_semantic_score_sum,market_knowledge_semantic_score_mean,market_knowledge_semantic_score_sum,reliability_semantic_score_mean,reliability_semantic_score_sum,problem_solving_semantic_score_mean,problem_solving_semantic_score_sum,enthusiasm_score_mean,frustration_score_mean,satisfaction_score_mean,urgency_score_mean,review_length_mean,review_depth_score_mean,specificity_score_mean,mentions_agent_name_sum,mentions_company_sum,mentions_location_sum,mentions_time_period_sum,sentiment_consistency,overall_skill_competency,skill_mentions_density,emotional_balance,review_quality_score,experience_years_calc_normalized,review_rating_mean_normalized,transaction_volume_normalized,market_coverage_normalized,certification_count_normalized,specialization_count_normalized,client_satisfaction_score,professional_competence_score,market_expertise_score
64423,5.0,9,0.0,4.89,4.89,5.0,5.0,395000,13300000,25,48,9,5.0,10,,"Carson City_NV, Glenbrook_NV, South Lake Tahoe_CA, Zephyr Cove, Stateline, Incline Village, Carson Valley","Buyer's agent, Seller's agent","CRS, EPRO, RSPS",Craig Zager,Nevada,0.0,1.0,16.37312554611353,25,4.945,7,3,2,0.9317052761713663,0.06327396769156045,9.0,0.9317052761713663,0.5728789394100507,5.155910454690456,0.6952684571345648,6.2574161142110825,0.5759694158203073,5.183724742382765,0.6490291481216749,5.841262333095074,0.6229943748977449,5.606949374079704,0.669375565316942,6.024380087852478,0.6325043125285043,5.692538812756538,0.565103919348783,5.085935274139047,0.07936507936507936,0.0,0.037037037037037035,0.0,39.111111111111114,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.9404913788786418,0.6228905165723215,4.983124132578571,0.1164021164021164,0.2959436473042441,0.0,1.0,0.07861635220125786,0.0055762081784386614,0.2,0.02631578947368421,0.9974786223144871,0.37461351601237936,0.11277716275959997
66453,4.92,63,0.52,4.92,4.94,4.92,4.94,45000,834900,26,463,63,4.9,15,40.77,"Hilton_NY, Penfield_NY, Spencerport_NY, Webster_NY, Rochester_NY, Pittsford_NY, Victor_NY, Henrietta_NY, Springwater_NY, Mendon_NY, Brockport_NY, NY","Specialties:Buyers & Sellers, Senior Real Estate Specialist, New Construction, Relocation, North/South Move, Listing Specialist, Marketing, Buyer's agent, Seller's agent",,Sharon Quataert,New York,40.77,0.6578947368421053,13.579664166115377,26,4.93,12,1,9,0.873425010650877,0.3395256875714379,63.0,0.9335698892199804,0.5794437851697679,36.50495846569538,0.6463215842192608,40.71825980581343,0.5790055295718568,36.47734836302698,0.6233393996953964,39.270382180809975,0.610386108950017,38.45432486385107,0.6347341185051297,39.98824946582317,0.6120275700730937,38.5577369146049,0.5712970378143447,35.991713382303715,0.1111111111111111,0.007936507936507936,0.05026455026455026,0.015873015873015872,57.58730158730159,0.0873015873015873,0.08095238095238096,0.0,0.0,0.0,0.0,0.7465329028613117,0.6070693917498584,4.856555133998867,0.15343915343915343,0.30343742780465716,0.8055720213396562,0.98,0.08176100628930817,0.010223048327137546,0.0,0.21052631578947367,0.9774853062493754,0.8728597206999836,0.109130484404174
69614,5.0,2,0.0,,,,,1899888,1899888,1,6,2,5.0,0,,"Fremont_CA, Hayward_CA, Castro Valley_CA, Newark_CA, Sunol_CA, Union City_CA, Milpitas_CA","Sell, 1031 Exchange, Buying, Investment, Trade up, Buyer's agent, Seller's agent",GRI,Becky Cheng,California,0.0,1.0,0.6931471805599453,1,,7,1,7,0.8531500697135925,0.07181974714910982,2.0,0.8531500697135925,0.5487141944468021,1.0974283888936043,0.6421568840742111,1.2843137681484222,0.5632456168532372,1.1264912337064743,0.6504917629063129,1.3009835258126259,0.605834174901247,1.211668349802494,0.6746311634778976,1.3492623269557953,0.611003927886486,1.222007855772972,0.560227794572711,1.120455589145422,0.0,0.0,0.0,0.0,63.0,0.16666666666666666,0.15,0.0,0.0,0.0,0.0,0.932992700181033,0.6070381898898631,4.856305519118905,0.0,0.36119965166824697,0.0,1.0,0.0031446540880503146,0.0055762081784386614,0.0,0.15789473684210525,0.9945784371531782,0.22711606508279272,0.004747005498558656
74491,5.0,2,0.0,5.0,5.0,5.0,5.0,450000,735000,2,24,2,5.0,2,,"Anchorage_AK, Eagle River, Wasilla, Palmer, Girdwood","buying, investing, relocating, selling, Buyer's agent, Seller's agent","CRS, REI, LHC",Jessica Horwatt,Alaska,0.0,1.0,12.560251476770024,2,5.0,5,3,6,0.8229211866855621,0.10878013092279877,2.0,0.8229211866855621,0.5535467322915792,1.1070934645831585,0.6168587245047092,1.2337174490094185,0.5469650067389011,1.0939300134778023,0.5852607600390911,1.1705215200781822,0.5825208723545074,1.165041744709015,0.6015144474804401,1.2030288949608803,0.5711777955293655,1.142355591058731,0.5645721955224872,1.1291443910449743,0.0,0.0,0.08333333333333333,0.0,93.0,0.08333333333333333,0.2,0.0,0.0,0.0,0.0,0.9018920632783483,0.5778020668076351,4.622416534461081,0.08333333333333333,0.36593102026953356,0.0,1.0,0.006289308176100629,0.0037174721189591076,0.2,0.13157894736842105,0.9934624149064801,0.3787773105388972,0.03611380208581272
76439,5.0,2,0.0,5.0,5.0,5.0,5.0,15999,549000,13,133,2,5.0,5,25.44,"Plainfield_IL, Joliet_IL, Crest Hill_IL, Shorewood_IL, Romeoville_IL, Yorkville_IL, Naperville_IL, Montgomery_IL, Oswego_IL","listing agent, buyer's agent, new construction, relocation, short sales and foreclosures, Buyer's agent, Seller's agent","GRI, ABR, CRS, SFR, PSA",Ellen Williams Williams Team,Illinois,25.44,1.0,13.186282331649965,13,5.0,9,5,7,0.9450432360172272,0.011472330017816845,2.0,0.9450432360172272,0.5786971859633923,1.1573943719267845,0.6638518273830414,1.3277036547660828,0.5835844706743956,1.1671689413487911,0.6166890524327755,1.233378104865551,0.6025336943566799,1.2050673887133598,0.6167172566056252,1.2334345132112503,0.6082569845020771,1.2165139690041542,0.5623551830649376,1.1247103661298752,0.14285714285714285,0.0,0.08333333333333333,0.0,96.5,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.9886577915407585,0.6040857068728656,4.8326856549829245,0.22619047619047616,0.31979114268022807,0.5026674570243035,1.0,0.040880503144654086,0.007434944237918215,0.4,0.15789473684210525,0.9979710473868837,0.6907925315255391,0.06998075368306017
82782,4.98,38,0.06,4.95,4.79,4.95,4.97,617900,1150000,3,9,38,5.0,9,31.94,"Crystal Bay_NV, Glenbrook_NV, Zephyr Cove_NV, Stateline_NV, Incline Village_NV, Echo Lake_CA, Twin Bridges_CA, Carnelian Bay_CA, Homewood_CA, Tahoma_CA, Kings Beach_CA, Tahoe City_CA, Olympic Valley_CA, Tahoe Vista_CA, South Lake Tahoe_CA, Truckee_CA, So Lake Tahoe, Mont Est, Tahoe Keys, Lakeland Village, Al Tahoe, Tahoe Paradise, NUT","Buyers, Cabin, Chalet, Condos, Lakefront, Lakeview, Sellers, Vacation Home, Tahoe Lifestyle, Investors, Lakefront Estates, Lakeview Homes, Chalets, Lodges, Cabins Vacation Homes, Mountain Homes, Luxury, Buyer's agent, Seller's agent",,Pamela Francis,California,31.94,0.9433962264150942,13.184590479269373,3,4.915,23,1,19,0.8076360321044922,0.3182356838086833,25.0,0.8895107197761536,0.5888764627277852,14.721911568194628,0.6446732702851296,16.11683175712824,0.5907189933210611,14.767974833026528,0.618511860370636,15.4627965092659,0.6252907456457615,15.632268641144037,0.636356982588768,15.9089245647192,0.6261744980514049,15.654362451285124,0.5831673048436642,14.579182621091604,0.08571428571428572,0.006666666666666666,0.04666666666666666,0.006666666666666666,62.68,0.1,0.1,0.0,0.0,0.0,0.0,0.7585896909654062,0.6142212647292764,4.91377011783421,0.12571428571428572,0.31923223249216764,0.6311005730092867,0.9950000000000001,0.009433962264150943,0.020446096654275093,0.0,0.47368421052631576,0.9887058043222536,0.7635133631056223,0.04099602131335091
83510,5.0,12,0.0,5.0,5.0,5.0,5.0,150000,2999999,34,0,12,5.0,35,27.77,"Henderson_NV, Las Vegas_NV, North Las Vegas_NV","Specializing in Exclusive Listing Programs, Short Sales, List Your Home For 1%, Buyers Rebate, New Home",,Steve Hawks,Nevada,27.77,1.0,14.862829903121964,34,5.0,3,1,5,0.8800376604000727,0.1210835182669533,12.0,0.8800376604000727,0.5810944133748611,6.973132960498333,0.6594754289835691,7.91370514780283,0.5647498139490684,6.776997767388821,0.6100683292994896,7.320819951593876,0.5734263931711515,6.881116718053818,0.6601117911438147,7.921341493725777,0.6054733072717985,7.265679687261581,0.5377142038972428,6.452570446766913,0.07142857142857142,0.0,0.05555555555555555,0.041666666666666664,114.58333333333333,0.15277777777777776,0.225,0.0,0.0,0.0,0.0,0.8919942035593098,0.5990142101363745,4.792113681090996,0.12698412698412698,0.413610617342721,0.5487057893696898,1.0,0.1069182389937107,0.0018587360594795538,0.0,0.10526315789473684,0.995571101994231,0.7188453804334201,0.13544997873703307
85987,5.0,1,,5.0,5.0,5.0,5.0,369000,389500,2,8,1,5.0,0,,"Bear_DE, Newark_DE, Claymont_DE, Delaware City_DE, Hockessin_DE, Middletown_DE, Montchanin_DE, New Castle_DE, Odessa_DE, Port Penn_DE, Rockland_DE, St. Georges_DE, Townsend_DE, Yorklyn_DE, Wilmington_DE","Seller Market Evaluations, Buyer agency, Land, New Consruction, Resales",PSA,Christopher Glenn,Delaware,0.0,1.0,9.928277721343347,2,5.0,15,1,5,0.9777820110321045,,1.0,0.9777820110321045,0.628606766462326,0.628606766462326,0.6769857853651047,0.6769857853651047,0.6864901483058929,0.6864901483058929,0.7841040194034576,0.7841040194034576,0.7365644723176956,0.7365644723176956,0.6769760698080063,0.6769760698080063,0.6865410059690475,0.6865410059690475,0.5573585517704487,0.5573585517704487,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6792033524252474,5.4336268194019794,0.0,0.18546254720149893,0.0,1.0,0.006289308176100629,0.013011152416356878,0.0,0.10526315789473684,0.9991797325113841,0.3785267751379879,0.030046774283235787
88447,4.98,45,0.15,5.0,4.87,4.98,4.96,220000,692575,8,127,45,5.0,25,48.77,"Brookfield_WI, Elm Grove_WI, Greendale_WI, Hales Corners_WI, Franklin_WI, New Berlin_WI, Muskego_WI, Oak Creek_WI, Rochester_WI, Waterford_WI, Milwaukee_WI","Relocation, Buyer Agency, Leading Metro Milwaukee Team, New Construction, Residential, Buyer's agent, Seller's agent",,Dale Marciniak,Wisconsin,48.77,0.8695652173913044,13.065955975601875,8,4.952500000000001,11,1,7,0.9094369994269477,0.1508722503903929,45.0,0.9245759513643053,0.5720492004520363,25.742214020341635,0.6552431285381317,29.485940784215927,0.5758135024044249,25.91160760819912,0.619776740959949,27.889953343197703,0.6021423966934284,27.096407851204276,0.6346001398232248,28.557006292045116,0.6113307493014468,27.509883718565106,0.5595024519444753,25.17761033750139,0.07936507936507936,0.0037037037037037034,0.02222222222222222,0.022222222222222223,82.97777777777777,0.11851851851851851,0.12000000000000001,0.0,0.0,0.0,0.0,0.8689061706551575,0.6038072887646397,4.830458310117117,0.09788359788359788,0.34924054022215756,0.9636435487057894,0.9950000000000001,0.025157232704402517,0.00929368029739777,0.0,0.15789473684210525,0.9917797703967972,0.9726023004917941,0.0550764535578946
99652,5.0,1,,5.0,5.0,5.0,5.0,425000,425000,1,24,1,5.0,1,41.61,"Branford_CT, Guilford_CT, Milford_CT, Shelton_CT, East Haven_CT, New Haven_CT, West Haven_CT, Orange_CT, Woodbridge","Residential Real Estate in Milford, CT and Surrounding Communities. Coastal Specialist, Buyer's agent, Seller's agent",,Kathy Anderson,Connecticut,41.61,1.0,0.6931471805599453,1,5.0,9,1,4,0.606881320476532,,1.0,0.606881320476532,0.5382761619985104,0.5382761619985104,0.6495646238327026,0.6495646238327026,0.5385104678571224,0.5385104678571224,0.5832394137978554,0.5832394137978554,0.5734265372157097,0.5734265372157097,0.6349277794361115,0.6349277794361115,0.5631334185600281,0.5631334185600281,0.5431729629635811,0.5431729629635811,0.0,0.0,0.0,0.0,132.0,0.16666666666666666,0.3,0.0,0.0,0.0,0.0,1.0,0.5780314207077026,4.624251365661621,0.0,0.4500876143599719,0.8221695317131001,1.0,0.0031446540880503146,0.007434944237918215,0.0,0.07894736842105263,0.985486423976237,0.8884532125288027,0.004797066998136069
