advertiser_id,review_id,rating,comment,display_name,describe_yourself,location,year,transaction_date,started_timestamp,source_id,responsiveness,negotiation_skills,professionalism_communication,market_expertise,link,reply
610803,963eeca5-4e98-43d8-bfd8-309a7d7f8fa0,5.0,"Gina is by and far the best real estate agent I have ever worked with, and we've been through many real estate transactions! She really listens and works to understands what we ultimately are looking for, even if we might not really know. She's patient, communicative, and spends the time to thoroughly research and prepare for each property we visited. She also seems to know every single person in the area, which has been very helpful as we moved-in and established ourselves in the area. Our. Forever. Agent.",Bryan,BUYER,"Homer, AK",2024,,2024-10-04T10:10:05,RDC,5.0,5.0,5.0,5.0,,
610803,d6c6905b-f124-4178-a02a-319713725743,5.0,"Gina Pelaia was so incredible to work with! She was so helpful every step of the way. I'm very particular and had lots of questions about the properties we looked at. She got every answer I asked in lightning speed. She made the entire buying process very painless. I've had other great realtors in the past in MO, none of them worked as hard as Gina. When others asked who my realtor was, they replied with, she's the best in the business. If you are needing a realtor in the Homer, AK area, Gina is the one you want! ",Jeremy,BUYER,"Homer, AK",2024,,2024-09-13T18:05:45,RDC,5.0,5.0,5.0,5.0,,
610803,31b4d6ce-0c89-449a-af1c-8781db0aa5b0,5.0,"I have worked with Gina for the past 11 years.  She has managed my house in Homer as a rental property and just recently assisted in the purchase of a different house.  She has always been very professional and thorough in all of our dealings and transactions.  Would highly recommend her services to anyone needing to rent, buy or sell a property.",Vicki,BUYER,"Soldotna, AK",2024,,2024-09-04T18:48:29,RDC,5.0,5.0,5.0,5.0,,
610803,eb1635b1-5f07-4b60-94fe-04de232f6a63,5.0,"This is the second home Gina has sold for us. This was a particularly difficult sale and Gina handled it professionally and expertly. She has a tremendous understanding of the market in Homer, AK and the entire process of buying and selling. Her presentation of the home was amazing-honest but showed the home to every advantage. She got back to us quickly even on the most trivial questions.  Can't say enough good about Gina or our experience working with her. ",Chris Day,SELLER,"Homer, AK",2024,,2024-07-30T14:55:15,RDC,5.0,5.0,5.0,5.0,,
610803,43abbc5d-c0fb-4383-a798-d86d7cdd497a,5.0,"This is the 4th time I have worked with Gina, buying and selling two homes over the past 8 years.  For me, there is just no one else I would ever work with.  Gina treats everyone like they are her only client, giving them her full attention.  We had plenty of roadblocks during the sale of my home, but she kept telling me that ""we're going to get through this"", and we did.  I highly recommend Gina Pelaia to anyone interested in buying or selling a home on the Kenai Peninsula.  She knows her stuff and will get the job done!  Thank you Gina!",Deb on Peggy Drive,SELLER,"Anchor Point, AK",2024,,2024-05-24T10:13:36,RDC,5.0,5.0,5.0,5.0,,
610803,c4c7a453-4349-49de-9014-d03ec9eca617,5.0,I'm writing this review to express our gratitude to Gina. We recently decided on a move to be closer to our Kids and Grandkids. We interviewed several realtors in Homer and found Gina to be the most aggressive in pricing and market strategy. After listing with Gina our home was sold within two weeks. We received first class service and were constantly updated on the process from start to finish. Thank You Gina for a smooth transaction. ,Mark Ferguson ,SELLER,"Homer, AK",2024,,2024-05-18T09:06:14,RDC,5.0,5.0,5.0,5.0,,
610803,11eea9fa-72f1-4676-ba5d-64a6060f2bdc,5.0,"Gina Pelaia is THE agent to work with when selling a property. That’s what I’d been told and she proved it to be true. Challenges that came up were resolved thanks to her expertise and resourcefulness. As she was recommended to me, i’d unreservedly recommend her to others. ",McKibben Jackinsky,SELLER,"Ninilchik, AK",2024,,2024-03-26T15:25:48,RDC,5.0,5.0,5.0,5.0,,
610803,56370084-ab03-4474-a1ac-8299ccd525c0,5.0,"Gina was very helpful in the process of selling property in Homer AK for me 
I would totally recommend her for selling or buying 
She “held my hand “ when I needed it most.  It was a very stressful time for me.  Thanks Gina ",Jo,SELLER,"Homer, AK",2024,,2024-01-31T22:18:54,RDC,5.0,5.0,5.0,5.0,,
610803,dcf60f7d-d584-4302-a35b-e363c532d0a5,5.0,When working with the state of Alaskas top realtor I could not have a better experience.,Mike,SELLER,"Anchor Point, AK",2024,,2024-01-19T14:34:05,RDC,5.0,5.0,5.0,5.0,,
610803,8b9da8d1-4eaa-40ce-9897-1d331f1f14c8,5.0,"After buying property through Gina six years ago we decided to contact her for a sale of our house in Soldotna. She and Josh got us a good price for our property and it closed within two months of listing it. They did the work to make sure minor repairs the buyer requested were done and despite a problem with the well inspection, they were able to get the repairs completed in order to get everything up to code. They were very pleasant to work with and always got back to us promptly. They were also good at answering questions we had about escrow paperwork. Thanks, Gina and Josh!",Barb,SELLER,"Soldotna, AK",2023,,2023-12-14T18:03:16,RDC,5.0,5.0,5.0,5.0,,
610803,4c2d3515-00ce-4703-8cd4-a33f50df4d46,5.0,"Gina is thorough, energetic, and responsive. She did what it took to get the property sold both in terms of sweat equity and her own funds. Have purchased/sold properties in NYC, Chicago, and California. Frankly she is one of the best realtors that I have worked with.",Jeff J,SELLER,"Homer, AK",2023,,2023-11-15T17:23:57,RDC,5.0,5.0,5.0,5.0,,
99976432,26caa20a-0135-4f57-aa44-e89028adc5ca,5.0,"Nick was absolutely amazing to work with! From day one, he was incredibly responsive, accessible, and knowledgeable about the market. He listened to what we were looking for, provided honest guidance, and made sure we felt confident every step of the way. He even showed us a property we hadn’t considered that became our new home! His professionalism, thoroughness, and genuine care made the entire experience smooth and enjoyable. We’re so grateful for Nick, and we highly recommend him!",Chris Chong,BUYER,"Anchorage, AK",2025,,2025-10-06T05:37:01.679Z,RDC,5.0,5.0,5.0,5.0,,
99976432,67eeba35-4334-4a53-af94-372063dba4e3,5.0,"Nick Bruckner came highly recommended by our friend and mortgage broker and served our family incredibly well in buying a wonderful home. We were buying from out of state which meant that Nick helped us view properties via FaceTime when we couldn’t be there in person. He showed great attention to detail, pointing things out that he knew mattered to us and made what could have been a difficult process fun. He was always quick to respond to our questions as well as getting us in to view many different homes. We weren’t sure exactly what area would be best for us to relocate to and Nick helped us tremendously in narrowing it down. We relayed on his knowledge of the area and negotiating skills to find a great property at a fair price, perfectly suited to our family. He is honest and insightful, hard working, very knowledgeable about real estate and the area, and also very personable. We have bought and sold many properties and can honestly say that Nick is the best we’ve worked with. We highly recommend him for all your real estate needs! ",Tammy and Greg ,BUYER,"Wasilla, AK",2025,,2025-07-21T09:43:34,RDC,5.0,5.0,5.0,5.0,,
99976432,f3950db3-d7a0-44c5-af8e-ccee84521965,5.0,"Nick was great to work with. Very knowledgeable, patient, timely, and professional. He always acted with my  family’s best interest in mind. I look forward to working with him again and have already recommended him to my family. Thanks for everything Nick!",Josh,BUYER,"Wasilla, AK",2025,,2025-07-17T09:15:15,RDC,5.0,5.0,5.0,5.0,,
99976432,6574de88-2dc4-4e43-8fe3-759723edfaf0,5.0,"Highly recommend Nick! He was helpful through my entire home buying process! He is very attention, responsive, and knowledgeable. Nick made my experience simple, easy, and enjoyable",D.O. ,BUYER,"Anchorage, AK",2025,,2025-05-19T16:58:32,RDC,5.0,5.0,5.0,5.0,,
99976432,a79a89bb-ea22-41c1-8cac-1b3dbbad328f,5.0,"Nick did an amazing job helping me buy my first house! I went into the process not knowing what all to expect but Nick was patient with me and made sure to explain anything I was unsure of. He never pushed me into buying anything that I didn’t love, was great about scheduling showings as soon as possible, and made sure to negotiate for all the right things. All in all I had a great experience working with Nick and I would highly recommend him for your home buying experience! ",Brendon,BUYER,"Anchorage, AK",2025,,2025-05-08T19:31:29,RDC,5.0,5.0,5.0,5.0,,
99976432,4eb4e83f-9822-4967-bac5-058d1c216596,5.0,"As first time homebuyers we had a lot of questions through this process. Nick was patient, knowledgeable, thorough,  and encouraging of our desire to understand each step of the journey. We viewed over a dozen properties and never once felt rushed to make a decision. Nick genuinely seeks to give his clients the best experience and ensure they end up making the deal that is right for them. He’s easy to work with, quick to respond, provides an honest take on properties, and knows the ins and outs of the business of buying and selling real estate. 10/10 would work with him again and hope to do so on future real estate endeavors! ",Colin,BUYER,"Anchorage, AK",2024,,2024-11-18T18:59:13,RDC,5.0,5.0,5.0,5.0,,
99976432,0bac094d-4b23-40b1-944f-7674ae5dcaa2,5.0,"Nick is an excellent Real Estate Professional. He is hardworking working and attentive. Nick will make sure you find the house that you want and need. Nick was diligent in working with us and was able to overcome all obstacles. Nick will be the best decision you make, don’t hesitate, just reach out to him!",Na,BUYER,"Anchorage, AK",2024,,2024-09-06T16:05:50,RDC,5.0,5.0,5.0,5.0,,
99976432,c30fcd69-4cc3-456a-a54b-f9e6e5da2b45,5.0,"It was a pleasure working with Nick on purchasing our townhome.  He was meticulous, professional and pleasant to work and communicate with.  He has construction experience and the ""eyes"" to look for any deficiencies before final walk-through.  I felt comfortable, stress-free and didn't have any issues in relaying any concerns I have with him.  I recommend Nick as a realtor when you are ready to buy a home.",Jae,BUYER,"Eagle River, AK",2024,,2024-09-05T18:40:32,RDC,5.0,5.0,5.0,5.0,,
99976432,5a23698f-6be1-4fda-8bb8-660fc2ed661f,5.0,"I would highly recommend Nick Bruckner of nick@vestedalaska.com for anyone in need of a real estate agent to help sell or buy a home. Nick is a very good communicator and responsive to the many questions that arise in a sales experience. Details are key to a smooth transaction and Nick tracked them all. He has great ideas on how to list a home from displaying professional photos to determining a competitive price point. He is very efficient with timing and strategy which we really appreciated. I would not hesitate to call Nick again if the need arises! We listed our home with Nick and 5.5 weeks later, we closed!
",Dave & Carolyn,SELLER,"Eagle River, AK",2024,,2024-07-26T14:46:15,RDC,5.0,5.0,5.0,5.0,,
99976432,b84f03aa-ad26-4e01-b3cd-5e1f6018e9f3,5.0,Nick helped me purchase my first home and it was an extremely smooth process! He answered all my questions and was quick and easy to contact and always responded within the day. He let me know exactly what I needed to do which was very helpful since I have never done this process before. I would highly recommend working with Nick! Fantastic experience!,Brianna,BUYER,"Eagle River, AK",2024,,2024-07-08T09:55:23,RDC,5.0,5.0,5.0,5.0,,
99976432,c6831160-d535-46cd-a8ac-93040e6c3d00,5.0,"We were in good hands with Nick Bruckner as our real estate agent! We had a one-month window of time in which to find a home. Nick calmly and competently took on that challenge.

Nick made finding a house for us as quickly as possible his top priority. Even though he had a 45-minute drive to the area we were moving into, he was immediately responsive to our requests for home tours and promptly answered all questions.

We were impressed with his level of knowledge about construction, building codes, cost and work involved with repairs, etc. My husband has vision issues, so Nick was sure to thoroughly inspect the property as if he were buying the home and then he candidly and matter-of-factly reported the facts of his findings relevant to our decision making, even when that meant we would not want to buy the house because of what was discovered.

After spending one afternoon together looking at houses, Nick had a good handle on what we wanted and what we would not want, and he focused all future efforts toward what he knew we might want.

There was far more demand for housing than there was supply, so many houses were being sold the same day they were listed. When we found a house that we loved, there were already two offers coming in on it. Nick and their associate agent helped convince the Sellers to wait until the next afternoon to make a decision so we could submit our offer. Nick was equipped with an arsenal of tools to use to sweeten the deal and make our offer preferable to the Sellers while protecting the Buyers from bidding too high! His strategies worked in landing the house only $2K above the next highest offer in a bidding war! We purchased a house that we love within 10 days of first meeting with Nick!

He is skilled in respectful negotiations and was attentive to every detail throughout the entire transaction, including providing contact information for utility hookups, even while he and his family were sick.

His standards are the highest and he truly practices customer service, making the process go as smoothly as possible start to finish! We felt like we were working with a trusted friend rather than an agent. My husband and I highly recommend Nick Bruckner as real estate agent to everyone seeking the standard of excellence with integrity! We are thrilled with our new home and would rate him higher than 5 stars, if that were possible!",The Meaders,BUYER,"Wasilla, AK",2024,,2024-05-16T19:47:33,RDC,5.0,5.0,5.0,5.0,,
